PaperID,TrialID,System,Category,Analyte,Value,SD,Unit,Significance,Location,Notes
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf S (midseason, 30 DAT)",1.03,NR,% dry matter,NR,"Table 3, p.5",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf N (end-of-season, 60 DAT)",5.16,NR,% dry matter,NR,"Table 5, p.6",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf P (end-of-season, 60 DAT)",0.34,NR,% dry matter,b,"Table 5, p.6","Table-wide trend: linear, p<0.05 (L*), for foliar P this season"
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf K (end-of-season, 60 DAT)",2.66,NR,% dry matter,NR,"Table 5, p.6",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf Ca (end-of-season, 60 DAT)",8.24,NR,% dry matter,c,"Table 5, p.6","Table-wide trend: linear, p<0.05 (L*); see WARN-MATERIAL in trials.csv remarks re: narrative direction mismatch with water Ca."
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf Mg (end-of-season, 60 DAT)",0.62,NR,% dry matter,NR,"Table 5, p.6",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf S (end-of-season, 60 DAT)",1.54,NR,% dry matter,NR,"Table 5, p.6",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf B (midseason, 30 DAT)",38,NR,mg/kg dry matter,NR,"Table 8, p.7",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf Zn (midseason, 30 DAT)",79,NR,mg/kg dry matter,NR,"Table 8, p.7",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf Mn (midseason, 30 DAT)",214,NR,mg/kg dry matter,a,"Table 8, p.7","Table-wide trend: quadratic, p<0.05 (Q*), for foliar Mn this season"
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf Fe (midseason, 30 DAT)",86,NR,mg/kg dry matter,NR,"Table 8, p.7",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf Cu (midseason, 30 DAT)",10,NR,mg/kg dry matter,NR,"Table 8, p.7",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf B (end-of-season, 60 DAT)",54,NR,mg/kg dry matter,NR,"Table 9, p.8",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf Zn (end-of-season, 60 DAT)",77,NR,mg/kg dry matter,NR,"Table 9, p.8",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf Mn (end-of-season, 60 DAT)",367,NR,mg/kg dry matter,NR,"Table 9, p.8",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf Fe (end-of-season, 60 DAT)",109,NR,mg/kg dry matter,NR,"Table 9, p.8",
blanchardEffectPHCucumber2020,blanchardEffectPHCucumber2020-T8,AP,mineral,"Leaf Cu (end-of-season, 60 DAT)",10,NR,mg/kg dry matter,NR,"Table 9, p.8",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,proximate,Dry weight (DW),7.09,NR,% of FW,ns,"Table 1, p.846",No SD reported for this column despite table caption stating mean +/- SD for all values; see Extraction notes WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,proximate,Dry weight (DW),6.56,NR,% of FW,ns,"Table 1, p.846",No SD reported; see WARN-MINOR in note.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Soluble solid content (SSC),5.09,NR,"% (Brix, fresh basis)",ns,"Table 1, p.846",No SD reported; see WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Soluble solid content (SSC),4.73,NR,"% (Brix, fresh basis)",ns,"Table 1, p.846",No SD reported; see WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,"Soluble solid content (SSC, dry basis)",71.78,NR,% of DW,ns,"Table 1, p.846",No SD reported; see WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,"Soluble solid content (SSC, dry basis)",72.15,NR,% of DW,ns,"Table 1, p.846",No SD reported; see WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Total phenolics (fresh basis),0.61,0.09,mg GAEq g-1 FW,P<0.05,"Table 1, p.846",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Total phenolics (fresh basis),0.41,0.07,mg GAEq g-1 FW,P<0.05,"Table 1, p.846",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Total phenolics (dry basis),8.65,1.28,mg GAEq g-1 DW,P<0.05,"Table 1, p.846",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Total phenolics (dry basis),6.26,1.04,mg GAEq g-1 DW,P<0.05,"Table 1, p.846",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Antioxidant activity (fresh basis),2.59,0.06,mol AAEq g-1 FW,ns,"Table 1, p.846","WARN-MATERIAL: unit as printed in Table 1 header ('mol AAEq g-1 FW'); physically implausible at this magnitude (would require moles of ascorbic-acid-equivalent per gram of tissue). Methods (p.845-846) also states FW basis as 'mol AAEq g-1 FW' (consistent with table) but DW basis as 'mg AAEq g-1 DW' (inconsistent with the table header's 'mol' for DW, see the paired DW row). Likely a units typo throughout (probably intended micromol or mmol) but this is not stated anywhere in the paper. Recorded value with the table's own unit label; unresolved, verify before citing this unit."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Antioxidant activity (fresh basis),2.87,0.09,mol AAEq g-1 FW,P<0.001,"Table 1, p.846",Same WARN-MATERIAL unit caveat as the Organic-farming row above.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,Organic,biochemistry,Antioxidant activity (dry basis),37.02,0.81,mol AAEq g-1 DW,ns,"Table 1, p.846","WARN-MATERIAL: Table 1 header prints 'mol AAEq g-1 DW' but Methods text (p.846) describes the DW-basis AA unit as 'mg AAEq g-1 DW' -- a direct unit disagreement between two parts of the same paper. 'mol' per gram is physically implausible; 'mg' per gram is chemically plausible and matches typical antioxidant-assay reporting, but the table header (the source of this value) says 'mol'. Recorded per table header; both readings given here for the user to resolve."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T1,AP,biochemistry,Antioxidant activity (dry basis),44.18,0.44,mol AAEq g-1 DW,P<0.001,"Table 1, p.846",Same WARN-MATERIAL unit caveat as the Organic-farming row above.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,proximate,Dry weight (DW),21.85,NR,% of FW,P<0.01,"Table 1, p.846",No SD reported; see WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,proximate,Dry weight (DW),16.61,NR,% of FW,P<0.01,"Table 1, p.846",No SD reported; see WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Soluble solid content (SSC),11.47,NR,"% (Brix, fresh basis)",P<0.05,"Table 1, p.846",No SD reported; see WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Soluble solid content (SSC),8.8,NR,"% (Brix, fresh basis)",P<0.05,"Table 1, p.846",No SD reported; see WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,"Soluble solid content (SSC, dry basis)",52.51,NR,% of DW,ns,"Table 1, p.846","Body text (p.847) restates this pair as '52.5% versus 52.9%', consistent (rounding only)."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,"Soluble solid content (SSC, dry basis)",52.98,NR,% of DW,ns,"Table 1, p.846","Body text (p.847) restates this pair as '52.5% versus 52.9%', consistent (rounding only)."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Total phenolics (fresh basis),0.98,0.06,mg GAEq g-1 FW,P<0.001,"Table 1, p.846",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Total phenolics (fresh basis),0.77,0.02,mg GAEq g-1 FW,P<0.001,"Table 1, p.846",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Total phenolics (dry basis),4.48,0.27,mg GAEq g-1 DW,ns,"Table 1, p.846","Body text (p.847) restates as '4.48 versus 4.63', consistent."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Total phenolics (dry basis),4.63,0.15,mg GAEq g-1 DW,ns,"Table 1, p.846","Body text (p.847) restates as '4.48 versus 4.63', consistent."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Antioxidant activity (fresh basis),3.37,0.06,mol AAEq g-1 FW,P<0.001,"Table 1, p.846","See WARN-MATERIAL unit caveat (row notes under Tomato, T1) -- same issue applies to every AA row in this paper."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Antioxidant activity (fresh basis),3.09,0.06,mol AAEq g-1 FW,P<0.001,"Table 1, p.846",See WARN-MATERIAL unit caveat.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Antioxidant activity (dry basis),15.42,0.32,mol AAEq g-1 DW,P<0.05,"Table 1, p.846",Body text (p.847) restates as '18.62 versus 15.42 mol AAEq g-1 DW'. See WARN-MATERIAL unit caveat.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Antioxidant activity (dry basis),18.62,0.40,mol AAEq g-1 DW,P<0.05,"Table 1, p.846",See WARN-MATERIAL unit caveat.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,proximate,Dry weight (DW),16.68,NR,% of FW,P<0.01,"Table 1, p.846",No SD reported; see WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,proximate,Dry weight (DW),10.76,NR,% of FW,P<0.01,"Table 1, p.846",No SD reported; see WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Soluble solid content (SSC),4.05,NR,"% (Brix, fresh basis)",P<0.05,"Table 1, p.846",No SD reported; see WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Soluble solid content (SSC),2.7,NR,"% (Brix, fresh basis)",P<0.05,"Table 1, p.846",No SD reported; see WARN-MINOR.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,"Soluble solid content (SSC, dry basis)",24.28,NR,% of DW,ns,"Table 1, p.846",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,"Soluble solid content (SSC, dry basis)",25.09,NR,% of DW,ns,"Table 1, p.846",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Total phenolics (fresh basis),1.02,0.07,mg GAEq g-1 FW,P<0.001,"Table 1, p.846",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Total phenolics (fresh basis),0.78,0.04,mg GAEq g-1 FW,P<0.001,"Table 1, p.846",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Total phenolics (dry basis),6.11,0.41,mg GAEq g-1 DW,P<0.001,"Table 1, p.846","Body text (p.846) restates as '7.25 versus 6.11 mg GAEq g-1 DW', consistent."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Total phenolics (dry basis),7.25,0.40,mg GAEq g-1 DW,P<0.001,"Table 1, p.846","Body text (p.846) restates as '7.25 versus 6.11 mg GAEq g-1 DW', consistent."
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Antioxidant activity (fresh basis),3.39,0.04,mol AAEq g-1 FW,P<0.001,"Table 1, p.846",See WARN-MATERIAL unit caveat.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Antioxidant activity (fresh basis),3.02,0.09,mol AAEq g-1 FW,P<0.001,"Table 1, p.846",See WARN-MATERIAL unit caveat.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Antioxidant activity (dry basis),20.33,0.81,mol AAEq g-1 DW,P<0.001,"Table 1, p.846",Body text (p.846) restates as '28.04 versus 20.33 mol AAEq g-1 DW'. See WARN-MATERIAL unit caveat.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Antioxidant activity (dry basis),28.04,0.74,mol AAEq g-1 DW,P<0.001,"Table 1, p.846",See WARN-MATERIAL unit caveat.
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,p-Coumaric acid,2.55,0.37,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,p-Coumaric acid,1.23,0.32,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,p-Coumaric acid,2.85,0.23,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,p-Coumaric acid,2.34,0.14,ug g-1 FW,,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Caffeic acid,2.59,0.50,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Caffeic acid,0.74,0.08,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Caffeic acid,4.89,1.24,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Caffeic acid,2.18,0.28,ug g-1 FW,,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Chlorogenic acid,1.13,1.43,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Chlorogenic acid,0.76,0.65,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Chlorogenic acid,2.37,0.70,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Chlorogenic acid,1.04,0.13,ug g-1 FW,,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Rosmarinic acid,585.07,9.40,ug g-1 FW,P<0.05,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Rosmarinic acid,541.18,31.00,ug g-1 FW,P<0.05,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Rosmarinic acid,2.95,2.45,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Rosmarinic acid,22.53,3.38,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,"1,1-Dimethylallyl caffeate",4.23,1.55,ug g-1 FW,,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,"1,1-Dimethylallyl caffeate",22.98,4.53,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,"1,1-Dimethylallyl caffeate",6.23,6.41,ug g-1 FW,,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,"1,1-Dimethylallyl caffeate",13.57,3.64,ug g-1 FW,P<0.05,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Caffeic acid phenethyl ester,12.21,17.66,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Caffeic acid phenethyl ester,18.04,12.69,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Caffeic acid phenethyl ester,0.67,0.72,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Caffeic acid phenethyl ester,1.03,0.72,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,4-Hydroxybenzoic acid,3.13,2.90,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,4-Hydroxybenzoic acid,2.43,1.20,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,4-Hydroxybenzoic acid,11.88,1.91,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,4-Hydroxybenzoic acid,0.66,0.17,ug g-1 FW,,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Syringic acid,1.55,0.71,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Syringic acid,1.34,0.33,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Syringic acid,5.38,0.47,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Syringic acid,3.52,0.35,ug g-1 FW,,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Salicylic acid,6.62,2.72,ug g-1 FW,P<0.01,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Salicylic acid,2.02,0.45,ug g-1 FW,P<0.01,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Salicylic acid,1.14,0.25,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Salicylic acid,0.96,0.38,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Gallic acid,10.49,1.62,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Gallic acid,4.76,0.43,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Gallic acid,1.37,0.61,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Gallic acid,1.09,0.71,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Vanillic acid,5.76,1.12,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Vanillic acid,1.64,0.19,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Vanillic acid,10.86,2.74,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Vanillic acid,4.83,0.62,ug g-1 FW,,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Quercetin,18.41,12.36,ug g-1 FW,P<0.05,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Quercetin,5.63,0.70,ug g-1 FW,P<0.05,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Quercetin,8.52,1.81,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Quercetin,10.18,1.43,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Quercetin-3-O-glucoside,20.63,8.21,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Quercetin-3-O-glucoside,21.12,1.71,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Quercetin-3-O-glucoside,1.9,1.05,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Quercetin-3-O-glucoside,1,0.23,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Myricetin,1477.15,23.73,ug g-1 FW,P<0.05,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Myricetin,1366.34,78.27,ug g-1 FW,P<0.05,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Myricetin,2.9,0.62,ug g-1 FW,,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Myricetin,56.88,8.52,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Kaempferol,3.89,1.10,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Kaempferol,3.22,0.31,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Kaempferol,0.19,0.10,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Kaempferol,0.40,0.41,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Genistein,35.27,4.49,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Genistein,9.55,1.41,ug g-1 FW,P<0.001,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Genistein,3.27,1.08,ug g-1 FW,P<0.01,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Genistein,1.69,0.67,ug g-1 FW,,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Chrysin,1.08,0.45,ug g-1 FW,P<0.01,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Chrysin,0.37,0.12,ug g-1 FW,P<0.01,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Chrysin,1.79,0.41,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,AP,biochemistry,Chrysin,1.45,0.52,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,Organic,biochemistry,Epicatechin,1.84,1.93,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T2,AP,biochemistry,Epicatechin,0.96,0.42,ug g-1 FW,ns,"Table 2, p.847",
bragliaPhytochemicalsQualityLevel2022,bragliaPhytochemicalsQualityLevel2022-T3,Organic,biochemistry,Epicatechin,0.93,0.49,ug g-1 FW,P<0.05,"Table 2, p.847",
